B_bw2,B_bw5,B_bw20,B_bw50,B_bw100,Time_approach_B_bw2,Time_approach_B_bw5,Time_approach_B_bw20,Time_approach_B_bw50,Time_approach_B_bw100,Time_interaction_B_bw2,Time_interaction_B_bw5,Time_interaction_B_bw20,Time_interaction_B_bw50,Time_interaction_B_bw100
"[0.49606353885477933, -0.003870148662989364, 0.12790347541520225, 0.9995764325701033, 0.014082501415257697, 0.022394798407838718, -0.012128957440252323]","[0.49299002952913606, 0.0137531861871135, 0.13179973472199874, 0.9998478212374835, 0.0005069820335631968, -0.006565579629764579, -0.016154581393530085]","[0.503256080569562, 0.024984025392737832, 0.11611583686213311, 0.9997915045655653, 0.0010828375344342082, 0.011355082633257173, -0.016936261682825828]","[0.5066500854625485, 0.00205066660699771, 0.09787152338746924, 0.999112470850406, 0.03960645611238023, 0.0037282468272078146, -0.013845555279952829]","[0.48655604923351997, 0.013435791290637832, 0.11901488551491213, 0.9995790203415502, -0.007876371815343503, 0.020595613192847858, -0.018856446570433373]",8.790061712265015,9.345467329025269,12.15048599243164,6.650870800018311,6.335456132888794,26.44160032272339,10.624740600585938,8.992438554763794,6.1113646030426025,6.0559937953948975
