B_bw2,B_bw5,B_bw20,B_bw50,B_bw100,Time_approach_B_bw2,Time_approach_B_bw5,Time_approach_B_bw20,Time_approach_B_bw50,Time_approach_B_bw100,Time_interaction_B_bw2,Time_interaction_B_bw5,Time_interaction_B_bw20,Time_interaction_B_bw50,Time_interaction_B_bw100
"[0.5175539487621752, 0.0064985572735802005, 0.09844067321767337, 0.9997886148120905, 0.012107877595267217, 0.011086518135474491, -0.012377968649633671]","[0.492145318496041, 0.017899389500058437, 0.10713527727228322, 0.9996445969203717, 0.024223327060221043, 0.0028724219832852132, -0.010754509100424862]","[0.5183578879591971, 0.011636889949542295, 0.09896455931551415, 0.9994845998895499, 0.016444454460493422, 0.023997526474553353, -0.013573254002862689]","[0.5132009536220876, -0.0031356386367255647, 0.09769451656185611, 0.9994708828793133, -0.002177127224633791, 0.030330287503662214, -0.011545044540363267]","[0.4970078181804088, 0.014368597670936496, 0.1009232906056839, 0.9997163327312963, 0.020379768749630496, 0.00103526120542434, -0.012281992111871831]",15.484502792358398,14.676143407821655,10.235758543014526,11.45703125,12.090948820114136,14.917315483093262,16.969557285308838,16.733521699905396,8.58752965927124,11.086184740066528
