B_bw2,B_bw5,B_bw20,B_bw50,B_bw100,Time_approach_B_bw2,Time_approach_B_bw5,Time_approach_B_bw20,Time_approach_B_bw50,Time_approach_B_bw100,Time_interaction_B_bw2,Time_interaction_B_bw5,Time_interaction_B_bw20,Time_interaction_B_bw50,Time_interaction_B_bw100
"[0.5000104533194426, 0.0102081451432972, 0.09837973956597668, 0.9970250336399398, -0.06485600171921646, -0.021513826657001862, -0.03566422014914364]","[0.4981700498749507, 0.01607079693599186, 0.09793395776742607, 0.9971368589492502, -0.04305367004564446, -0.048396379736264296, -0.03901610499328758]","[0.5044941500378136, 0.016460459920841036, 0.09650655357738877, 0.9977423315489593, -0.037174044509138186, -0.03752761684125819, -0.04147298185921686]","[0.5022896213012404, 0.016542462812537104, 0.09760109665113366, 0.9984857623671921, -0.016819132080443434, -0.03241617814290172, -0.04113988989624847]","[0.5037737285598174, 0.012540330333492921, 0.09803909632274932, 0.9985134153380925, -0.035158296231789087, -0.019563978801429148, -0.036770971287050196]",14.98501706123352,15.340556621551514,11.024152994155884,10.690383434295654,6.426960229873657,5.7411699295043945,8.982879161834717,8.452075481414795,12.262970447540283,9.599849224090576
