B_bw2,B_bw5,B_bw20,B_bw50,B_bw100,Time_approach_B_bw2,Time_approach_B_bw5,Time_approach_B_bw20,Time_approach_B_bw50,Time_approach_B_bw100,Time_interaction_B_bw2,Time_interaction_B_bw5,Time_interaction_B_bw20,Time_interaction_B_bw50,Time_interaction_B_bw100
"[0.5020187258486833, 0.0127218830577393, 0.11589152706491897, 0.9992880362597762, 0.01576301673918076, -0.016623839157746886, -0.02997658858205678]","[0.5009829558671149, 0.010464032093740784, 0.1020438875412923, 0.999393419083696, 0.0135316259962476, 0.018987474927508356, -0.025868219613550583]","[0.4707892575275372, 0.035289251342826164, 0.12728622056380756, 0.9988071278023427, 0.0409471181350614, -0.013977812794085264, -0.022633508724042562]","[0.5133896880611035, -0.004062501046560211, 0.08888949115291718, 0.9990609960258667, -0.0012095054982802565, 0.038219774359205455, -0.02036939282806544]","[0.5109281594694721, -0.008562749396814031, 0.08948010091138986, 0.9996061913670922, -0.0068222823842606865, 0.013086139010305245, -0.023867794398497046]",16.809715747833252,17.983474016189575,15.406228065490723,9.719934225082397,8.211327314376831,43.59969925880432,5.9470765590667725,16.65157651901245,25.51806616783142,29.26407217979431
